category,lat,lon,osm_type,osm_id,name
metro,28.6327786,77.2196985,node,8018558072,Rajiv Chowk
metro,28.6240485,77.2192587,node,9584236507,Janpath
metro,28.6233674,77.2144911,way,351418783,Patel Chowk
metro,28.5893688,77.1693925,way,662484598,Durgabai Deshmukh South Campus
metro,28.5494785,77.25909,node,927873510,Kalkaji Mandir
metro,28.5597477,77.2749004,node,2832938187,Sukhdev Vihar
metro,28.5529418,77.321595,node,2833058715,Okhla Bird Sanctuary
metro,28.5419077,77.2384925,node,2833058716,Greater Kailash
metro,28.542916,77.3101107,node,2833058718,Kalindi Kunj
metro,28.5503522,77.2569441,node,2833058719,Kalkaji Mandir
metro,28.5612999,77.291877,node,2833058720,Okhla Vihar
metro,28.5458279,77.2966578,node,2833058723,Jasola Vihar Shaheen Bagh
metro,28.5639051,77.3338373,node,2833058750,Botanical Garden (Magenta Line)
metro,28.613453,77.3088549,node,2833531907,Trilokpuri Sanjay Lake
metro,28.6468336,77.3158749,node,2833971686,Anand Vihar (Blue Line)
metro,28.6493434,77.3060686,node,2833971689,Karkarduma (Pink Line)
metro,28.5630488,77.2863387,node,3284155408,Jamia Millia Islamia
metro,28.5411108,77.2303164,node,3832323219,Chirag Delhi
metro,28.6319032,77.310718,node,4676900918,IP Extension
metro,28.6200437,77.3054069,node,4676900933,East Vinod Nagar - Mayur Vihar - II
metro,28.624979,77.3044525,node,4676901224,Mandawali - West Vinod Nagar
metro,28.5460584,77.2515057,node,5795235047,Nehru Enclave
metro,28.565871,77.2492973,node,6196100477,Vinobapuri
metro,28.6036425,77.2909319,node,6196100478,Mayur Vihar - I (Pink Line)
metro,28.6058619,77.2987023,node,6196100479,Shree Ram Mandir Mayur Vihar
metro,28.5887494,77.2572494,node,6196100480,Sarai Kale Khan - Nizamuddin
metro,28.5724231,77.2585979,node,6196100481,Ashram
metro,28.56958,77.2385055,node,6453544488,Lajpat Nagar (Pink Line)
metro,28.5705968,77.2364011,node,6453992654,Lajpat Nagar (Violet Line)
metro,28.6466157,77.3155317,node,6454015469,Anand Vihar (Pink Line)
metro,28.6483176,77.3055178,node,6458130120,Karkarduma (Blue Line)
metro,28.6206019,77.249551,node,6537193575,Indraprastha
metro,28.6233124,77.268013,node,6537193576,Yamuna Bank
metro,28.5890885,77.3015085,node,6537196022,New Ashok Nagar
metro,28.5673755,77.3463247,node,6537268384,Noida Golf Course
metro,28.5639434,77.3343995,node,6537285485,Botanical Garden (Blue Line)
metro,28.5707583,77.3260756,node,6537285486,Noida Sector 18
metro,28.578081,77.3177778,node,6537285487,Noida Sector 16
metro,28.5848835,77.3116118,node,6537285488,Noida Sector 15
metro,28.604064,77.2895398,node,6539745133,Mayur Vihar - I (Blue Line)
metro,28.6297676,77.2250046,node,6539894855,Barakhambha Road
metro,28.6256122,77.2341966,node,6539894856,Mandi House
metro,28.6234752,77.2425278,node,6539894857,Supreme Court
metro,28.6492649,77.2265153,node,7018886725,Chawri Bazaar
metro,28.5514171,77.2517386,node,7267374894,Nehru Place
metro,28.5553298,77.2419637,node,7267374895,Kailash Colony
metro,28.6022446,77.2291281,node,7282286731,Khan Market
metro,28.6392174,77.2407795,node,7282286733,Delhi Gate
metro,28.6305974,77.277523,node,9415047898,Laxmi Nagar
metro,28.6414176,77.2952819,node,9415047899,Preet Vihar
metro,28.5644044,77.2342555,node,9584236504,Moolchand
metro,28.5830386,77.2393151,node,9584236505,Jangpura
metro,28.5882347,77.2337833,node,9584236506,Jawaharlal Nehru Stadium
metro,28.6281909,77.2410437,node,9584236508,ITO
metro,28.5445521,77.2642761,node,9597709830,Govind Puri
metro,28.5429338,77.2750407,node,9597709831,Harkesh Nagar Okhla
metro,28.6255149,77.2341926,node,9920295123,Mandi House
metro,28.6364592,77.2868145,node,10314380321,Nirman Vihar
metro,28.6496701,77.339575,node,10314380322,Vaishali
metro,28.6452857,77.3243429,node,10314380323,Kaushambi
metro,28.5512763,77.3352465,node,13451058326,Noida Sector 44
metro,28.5453808,77.3377141,node,13451058327,Noida Office
metro,28.6500102,77.2376761,way,360264006,Jama Masjid
metro,28.617933,77.279424,way,504034446,Akshardham
metro,28.5544917,77.2648773,way,659283553,Okhla NSIC
metro,28.5941915,77.2946235,way,696181173,Mayur Vihar Extension
metro,28.5286435,77.28835,way,698298769,Sarita Vihar
metro,28.538176,77.283267,way,840200539,Jasola Apollo
metro,28.5639566,77.3341061,way,1182820256,Botanical Garden
metro,28.5529216,77.3215634,way,1182821655,Okhla Bird Sanctuary
metro,28.6000716,77.2272018,way,1372976809,
metro,28.6498044,77.3396109,way,1465614783,Vaishali
bus_stop,28.4982909,77.3022912,node,1835811101,Jaitpur Mor
bus_stop,28.5238928,77.2548782,node,3394398798,Tara Apartment
bus_stop,28.5092072,77.2652749,node,4570370477,Tughlakabad
bus_stop,28.5151222,77.2283572,node,5331312235,
bus_stop,28.5151368,77.2282936,node,5331316354,tighri
bus_stop,28.515354,77.2284585,node,5331316517,Ambedkar Nagar Depot
bus_stop,28.5246085,77.2297547,node,5331550499,
bus_stop,28.5203619,77.2281215,node,5331550888,
bus_stop,28.5247119,77.2298196,node,5331550926,
bus_stop,28.5162804,77.2265108,node,5455135925,
bus_stop,28.5245822,77.2303584,node,5490930477,
bus_stop,28.5160919,77.2269384,node,5490931106,
bus_stop,28.506991,77.3004732,node,5561733908,Badarpur Power House
bus_stop,28.499214,77.2990768,node,5561733910,Rajiv Gandhi Stadium
bus_stop,28.5054709,77.2764802,node,5561733911,M.B. Road
bus_stop,28.5136487,77.2348944,node,5561733913,Khanpur Extension
bus_stop,28.5160804,77.296615,node,5561733974,Ali Village
bus_stop,28.5005973,77.2937648,node,5561733976,Prahladpur
bus_stop,28.5078293,77.2692282,node,5561733977,Kaya Maya Hospital
bus_stop,28.5118635,77.249681,node,5561733978,Sangam Vihar
bus_stop,28.5220248,77.2934855,node,5561734256,Maruti Factory
bus_stop,28.5132736,77.2977796,node,5561734257,Onida Factory
bus_stop,28.5019998,77.3000338,node,5561734258,Badarpur
bus_stop,28.4914716,77.3037217,node,5561734259,Badarpur Terminal
bus_stop,28.5089676,77.2652186,node,5561734261,Tuglakabad
bus_stop,28.5122579,77.2487138,node,5561734262,Sangam Vihar
bus_stop,28.5121489,77.2434016,node,5561734263,Batra Hospital
bus_stop,28.5243012,77.2562726,node,5655292225,Tara Apartment
bus_stop,28.5121499,77.2433398,node,5655292431,Sat Narayan Temple
bus_stop,28.5170953,77.2536066,node,5655292552,Hamdard Library
bus_stop,28.5194087,77.2544918,node,5655292553,Guru Ravi Das Mandir
bus_stop,28.5203651,77.2776273,node,5663495759,Okhla Phase 1
bus_stop,28.5195392,77.2542766,node,5663496279,Guru Ravidas Mandir
bus_stop,28.5026215,77.2845419,node,5663496325,Lal Kuan
bus_stop,28.5018867,77.2895949,node,5663496878,Surajkund Crossing
bus_stop,28.5014976,77.2897179,node,5663496882,Surajkund Crossing
bus_stop,28.5112959,77.2565515,node,5663496902,Air Force Station
bus_stop,28.5143175,77.2813362,node,5663497230,ESI Hospital
bus_stop,28.5044284,77.2791678,node,5663497232,Prem Nagar
bus_stop,28.5000722,77.294609,node,5663497343,Prahladpur
bus_stop,28.4993972,77.2987798,node,5663497344,Rajeev Gandhi Stadium
bus_stop,28.5226506,77.25542,node,5715382912,Tara Apartment
bus_stop,28.5237923,77.2550454,node,5715387118,Tara Apartment
bus_stop,28.5239147,77.2551271,node,5716127699,Tara Apartment
bus_stop,28.5127292,77.2390456,node,5732540806,Vayusenabad
bus_stop,28.5139713,77.2345768,node,5732540807,"G Block, Dakshinpuri"
bus_stop,28.514995,77.2528691,node,5732544229,Majeedia Hospital
bus_stop,28.51293,77.2389743,node,5732544230,Vayusenabad
bus_stop,28.524748,77.2304438,node,5758573715,
bus_stop,28.5123659,77.243835,node,5848638158,Batra Hospital
bus_stop,28.5203153,77.2283811,node,5848638310,Madangir DDA Flats
bus_stop,28.5148818,77.2966416,node,6274317077,
bus_stop,28.5123833,77.2433444,node,6274317079,Satya Narayan Temple
bus_stop,28.513077,77.2973685,node,6274317083,
bus_stop,28.5057529,77.2763879,node,6274736849,MB Road
bus_stop,28.5193241,77.2951943,node,6274736861,Haldiram
bus_stop,28.5117048,77.255419,node,6274736865,Air Force Station
bus_stop,28.5080415,77.2693562,node,6274848296,Kaya Maya Hospital
bus_stop,28.5041406,77.2790042,node,6274848297,Prem Nagar
bus_stop,28.5022526,77.284563,node,6274848298,Lal Kuan
bus_stop,28.5235105,77.2751265,node,6349423441,
bus_stop,28.5158488,77.2804196,node,6349423443,ESI Hospital
bus_stop,28.5205138,77.2772245,node,6349423451,Okhla Phase 1
bus_stop,28.5236132,77.2753695,node,6349688640,
bus_stop,28.5153692,77.2527041,node,6380447545,Majeedia Hospital
bus_stop,28.5138992,77.2349329,node,6406978376,Devli Crossing
bus_stop,28.429989,77.2259913,node,6411489559,Bhati Mines
bus_stop,28.5020132,77.3002755,node,6464796820,Badarpur
bus_stop,28.5202191,77.2283403,node,6490310059,Madangir DDA Flats
bus_stop,28.5243035,77.2373816,node,6491633189,Ambedkar Nagar Sector 4
bus_stop,28.5243907,77.2374929,node,6491633191,Ambedkar Nagar Sector 4
bus_stop,28.5193755,77.2948609,node,6559377937,Haldiram
bus_stop,28.4969423,77.302066,node,6559996333,Jaitpur Mor
bus_stop,28.5222479,77.2937664,node,6593510079,Maruti Factory
bus_stop,28.5128657,77.2384097,node,6837540665,Tigri
bus_stop,28.4940776,77.3030192,node,6841232276,Badarpur Border
bus_stop,28.4904999,77.3040379,node,6993567621,Badarpur Border
bus_stop,28.5171606,77.2533658,node,7090233984,Hamdard Library
bus_stop,28.4405167,77.2984838,node,13127479288,Eicher School Bus Stop
bus_stop,28.5066809,77.2732339,node,13854913166,
bus_stop,28.6291636,77.3172214,node,277420405,
bus_stop,28.5789951,77.3212039,node,277420445,Sector 19
bus_stop,28.605103,77.3229238,node,277420532,Fire Station Dallupura
bus_stop,28.581863,77.3249308,node,277792550,sector 20
bus_stop,28.5872265,77.3237508,node,277792552,
bus_stop,28.6201254,77.3209254,node,277792585,
bus_stop,28.5992513,77.2284177,node,355435748,Sujan Singh Park
bus_stop,28.6201278,77.2488411,node,496457123,Indraprastha Depot
bus_stop,28.6262307,77.2471136,node,496457125,
bus_stop,28.5846713,77.3077905,node,498727740,"Sector 14, NOIDA"
bus_stop,28.5715054,77.2588482,node,910451189,Ashram
bus_stop,28.6174949,77.228543,node,971653361,Baroda House
bus_stop,28.5398827,77.2484915,node,1658772713,
bus_stop,28.5698041,77.2265643,node,1694776065,PT College (Kotla)
bus_stop,28.565744,77.2485897,node,1800779891,Lajpat Nagar Ring Road
bus_stop,28.58383,77.2298566,node,2578295201,Jawaharlal Nehru Stadium
bus_stop,28.5839019,77.2301396,node,2578295203,Jawaharlal Nehru Stadium
bus_stop,28.5976707,77.295944,node,2969367314,Rosewood Apartments
bus_stop,28.6269787,77.2795114,node,3067826441,"Shakarpur School Block, S-3"
bus_stop,28.6273966,77.2793076,node,3067830698,"Shakarpur School Block, S-3"
bus_stop,28.5516595,77.2639124,node,3377844011,NSIC
bus_stop,28.5513815,77.2638078,node,3377844012,Kalkaji Mandir
bus_stop,28.5512543,77.2637622,node,3377844013,Kalkaji Mandir
bus_stop,28.6008214,77.2288143,node,3424256952,Sujan Singh Park
bus_stop,28.6293802,77.2253066,node,3744502768,Barakhamba Metro Station
bus_stop,28.6289427,77.3090275,node,4435647397,Vijaylakshmi Apartment
bus_stop,28.6341112,77.3047963,node,4435663161,
bus_stop,28.6266758,77.3093523,node,4435680706,Parivar Apartments
bus_stop,28.6251199,77.3046777,node,4435680707,Ras Vihar
bus_stop,28.6237803,77.3014034,node,4435711092,Saraswati Kunj
bus_stop,28.6361344,77.3072682,node,4436578088,Hasanpur Depot
bus_stop,28.6467533,77.3180037,node,4439250989,Anand Vihar ISBT
bus_stop,28.6441369,77.3169952,node,4439250990,
bus_stop,28.6416841,77.3160806,node,4439250991,
bus_stop,28.6252079,77.3056649,node,4439725381,Ras Vihar
bus_stop,28.6265192,77.3094871,node,4439725382,Parivar Apartments
bus_stop,28.6234357,77.2266617,node,4440796915,Kasturba Gandhi Marg Crossing
bus_stop,28.6254847,77.2394625,node,4440796916,Tilak Bridge
bus_stop,28.6282644,77.2606262,node,4440796921,Rainy Well
bus_stop,28.6295179,77.2772637,node,4441079169,"Shakarpur School Block, S-1"
bus_stop,28.6291956,77.2772809,node,4441079170,"Shakarpur School Block, S-1"
bus_stop,28.6210008,77.2852791,node,4441079171,Ganesh Nagar
bus_stop,28.6191386,77.2864093,node,4441079172,Mother Dairy
bus_stop,28.6193834,77.2882998,node,4441079173,Mother Dairy
bus_stop,28.6189455,77.2878996,node,4441079174,Mother Dairy Xing
bus_stop,28.6201629,77.2901302,node,4441079175,Dharma Apartments
bus_stop,28.6288447,77.3089093,node,4441365357,Vijaylakshmi Apartment
bus_stop,28.6195351,77.28589,node,4441365359,Mother Dairy
bus_stop,28.645031,77.3168118,node,4441662176,Anand Vihar
bus_stop,28.6282507,77.2513423,node,4444470082,Delhi Secretariat
bus_stop,28.6308853,77.2778923,node,4444470083,Laxmi Nagar
bus_stop,28.6333607,77.2820067,node,4444470084,Shakarpur
bus_stop,28.6352655,77.284891,node,4444470085,Shakarpur Crossing
bus_stop,28.6369756,77.2872631,node,4444470088,Nirman Vihar
bus_stop,28.6393439,77.2918944,node,4444470489,Swasthya Vihar
bus_stop,28.6391321,77.2920981,node,4444470490,Swasthya Vihar
bus_stop,28.6083582,77.2303101,node,4795457021,
bus_stop,28.5786631,77.3170193,node,4838670424,Noida Sector 16/3
bus_stop,28.5788612,77.3172835,node,4838670425,Noida Sector 16/3
bus_stop,28.6179177,77.2404376,node,4838670426,Pragati Maidan (Gate No. 5)
bus_stop,28.5660085,77.2305402,node,5026495352,Andrews Ganj
bus_stop,28.5469762,77.2295593,node,5120631342,Krishi Vihar
bus_stop,28.553116,77.2279531,node,5120631343,Siri Fort Road Crossing
bus_stop,28.5534848,77.2283894,node,5120631344,
bus_stop,28.5562576,77.229145,node,5120631346,Sadiq Nagar
bus_stop,28.5628434,77.232834,node,5120631350,Central School
bus_stop,28.5692451,77.2356462,node,5120631351,MCKR Hospital
bus_stop,28.5655248,77.2358028,node,5120631354,Moolchand Hospital
bus_stop,28.5651899,77.24259,node,5120631359,
bus_stop,28.5767413,77.2645157,node,5121928122,Maharani Bagh
bus_stop,28.5762471,77.2644626,node,5121928123,Maharani Bagh
bus_stop,28.581205,77.2659115,node,5121928125,Gurudwara Bala Sahib
bus_stop,28.5870245,77.2590912,node,5121928128,Sarai Kale Khan
bus_stop,28.5905995,77.2578836,node,5121928130,Sarai Kale Khan ISBT
bus_stop,28.6455968,77.3004172,node,5122054862,Hargobind Enclave
bus_stop,28.6105912,77.2401833,node,5122127029,National Stadium
bus_stop,28.6084393,77.2402124,node,5122127030,Zoo
bus_stop,28.6020587,77.2406879,node,5122127034,Sunder Nagar
bus_stop,28.5988746,77.2408464,node,5122127035,Delhi Public School
bus_stop,28.5963552,77.2406975,node,5122127037,Amir Khusro Park (Oberoi Hotel)
bus_stop,28.6224821,77.2350663,node,5232392799,Aga Khan Hall
bus_stop,28.6248546,77.2329658,node,5232404971,Mandi House
bus_stop,28.5540267,77.2318335,node,5244047894,Archana Shopping Complex
bus_stop,28.5838126,77.2301463,node,5248673897,Jawaharlal Nehru Stadium
bus_stop,28.6313562,77.3020229,node,5258047116,Neethi Apartment
bus_stop,28.6159117,77.2301815,node,5273107018,Baroda House
bus_stop,28.6212087,77.2264111,node,5273107081,Bhartiya Vidya Bhawan
bus_stop,28.6236586,77.2393318,node,5273108940,Tilak Bridge
bus_stop,28.5659689,77.2295032,node,5273108995,Andrews Ganj
bus_stop,28.5928864,77.2422544,node,5273109722,DPS School (near Neela Gumbad)
bus_stop,28.610408,77.2335416,node,5273109723,National Gallery of Modern Art
bus_stop,28.5417413,77.2383845,node,5277289377,Savitri Cinema
bus_stop,28.5537391,77.2651613,node,5305562715,National Small Industries Corporation
bus_stop,28.5487565,77.2569888,node,5305562716,Paras Cinema
bus_stop,28.5435247,77.2441827,node,5305562717,Pamposh Enclave
bus_stop,28.5585916,77.2730286,node,5305563918,Sukhdev Vihar
bus_stop,28.5473082,77.2540105,node,5305564098,Nehru Place
bus_stop,28.5279782,77.2312443,node,5331550500,
bus_stop,28.528113,77.2312921,node,5331550927,
bus_stop,28.6112169,77.2447636,node,5337536801,
bus_stop,28.6341687,77.3049948,node,5341268644,
bus_stop,28.6239425,77.3011418,node,5341268645,Saraswati Kunj
bus_stop,28.6115356,77.2399261,node,5342174852,National Stadium
bus_stop,28.6020713,77.2402748,node,5342182505,
bus_stop,28.5911586,77.2396761,node,5342182506,Lodhi Hotel
bus_stop,28.6084096,77.2399087,node,5342182749,Zoo
bus_stop,28.5984508,77.2406143,node,5342182750,
bus_stop,28.6118736,77.2399211,node,5342182884,National Stadium
bus_stop,28.5962282,77.2403952,node,5342182885,Amir Khusro Park
bus_stop,28.5732321,77.2374621,node,5342182886,Lajpat Nagar subway
bus_stop,28.6251008,77.230295,node,5345534677,Mandi House
bus_stop,28.6249761,77.2305747,node,5345534846,Mandi House
bus_stop,28.5542025,77.2269827,node,5357614275,Siri Fort Crossing
bus_stop,28.5459458,77.2297186,node,5357614276,
bus_stop,28.5469029,77.2295999,node,5367813525,Krishi Vihar
bus_stop,28.5469359,77.2295871,node,5367813526,Krishi Vihar
bus_stop,28.5647558,77.241434,node,5370211763,Ring Road (near Gupta Market)
bus_stop,28.5647511,77.241328,node,5370211764,Gupta Market
bus_stop,28.5651195,77.241535,node,5370211769,Ring Road (near Gupta Market)
bus_stop,28.5615601,77.2317487,node,5372972120,
bus_stop,28.5616087,77.2317778,node,5372974921,
bus_stop,28.5485515,77.2489274,node,5372975222,Nehru Place
bus_stop,28.5596616,77.2333991,node,5372981176,Central School
bus_stop,28.5587538,77.2371619,node,5372983763,Lady Sriram College
bus_stop,28.5596402,77.2335068,node,5372984022,Central School
bus_stop,28.5587212,77.2372978,node,5372987675,Lady Sriram College
bus_stop,28.5560739,77.2410026,node,5372987677,Kailash Colony
bus_stop,28.5522958,77.2461934,node,5372987679,Sant Nagar
bus_stop,28.5598546,77.2336017,node,5372989218,Central School
bus_stop,28.5475803,77.2493343,node,5372989282,Nehru Place
bus_stop,28.5479765,77.2492134,node,5372989458,Nehru Place
bus_stop,28.5427743,77.241437,node,5373002004,O.S. Communication
bus_stop,28.5408689,77.236039,node,5373002309,Masjid Moth
bus_stop,28.5437071,77.2439086,node,5373003179,Pamposh Enclave
bus_stop,28.6239954,77.2409579,node,5418010405,Supreme Court Metro Station
bus_stop,28.6254806,77.2339155,node,5418035756,Mandi House
bus_stop,28.6219592,77.2258102,node,5420478912,Bhartiya Vidya Bhawan
bus_stop,28.6280083,77.2277991,node,5420488029,Modern School
bus_stop,28.6278313,77.2285205,node,5420488030,Modern School
bus_stop,28.6248177,77.2327506,node,5420488032,Mandi House
bus_stop,28.6224941,77.2353604,node,5420488033,Aga Khan Hall
bus_stop,28.5922313,77.2289934,node,5426388555,Dayal Singh College
bus_stop,28.6175048,77.2401552,node,5426388557,Pragati Maidan (Gate No.5)
bus_stop,28.5690248,77.2539096,node,5426388558,Nehru Nagar
bus_stop,28.5640862,77.250413,node,5426388559,Lajpat Nagar Crossing
bus_stop,28.5621143,77.2555218,node,5426388560,"B Block, East of Kailash"
bus_stop,28.5336125,77.2322454,node,5426389542,Sheikh Sarai
bus_stop,28.568304,77.2538862,node,5426389543,Nehru Nagar
bus_stop,28.5613334,77.2600501,node,5426389544,Sriniwaspuri Depot
bus_stop,28.6009804,77.2295848,node,5426389916,Sujan Singh Park
bus_stop,28.6136124,77.2347778,node,5426390628,National Stadium
bus_stop,28.5923668,77.2370502,node,5426390776,ISPAT Bhawan
bus_stop,28.5925146,77.22871,node,5426390921,Dayal Singh College
bus_stop,28.5691617,77.2539782,node,5426390922,Nehru Nagar
bus_stop,28.5690231,77.235061,node,5426391142,Moolchand Khairati Ram Hospital
bus_stop,28.5624036,77.2513938,node,5426391173,Garhi Village
bus_stop,28.5585019,77.263053,node,5426391184,Okhla Sabzi Mandi
bus_stop,28.5689051,77.2353496,node,5426391229,Moolchand Khairati Ram Hospital
bus_stop,28.5642606,77.2503616,node,5426391250,Lajpat Nagar Crossing
bus_stop,28.5621351,77.2582072,node,5426391261,"C Block, East of Kailash"
bus_stop,28.5566254,77.2647381,node,5426391272,National Small Industries Corporation
bus_stop,28.5321162,77.2277162,node,5426391319,Vocational College
bus_stop,28.5666441,77.2530703,node,5430723253,Sri Niwas Puri
bus_stop,28.5719686,77.227722,node,5431738836,Defence Colony (Homeopathic College)
bus_stop,28.5871223,77.2296054,node,5432771968,Pragati Vihar
bus_stop,28.5849678,77.2282312,node,5441522259,Central School Lodhi Road
bus_stop,28.5848004,77.2278129,node,5441523402,Central School Lodhi Road
bus_stop,28.5621454,77.2513302,node,5455135430,Garhi Village
bus_stop,28.5554693,77.2651135,node,5455135431,Modi Mill
bus_stop,28.5652858,77.2485287,node,5455135856,Lajpat Nagar
bus_stop,28.5337958,77.2317736,node,5455135882,Sheikh Sarai
bus_stop,28.5607607,77.260458,node,5455135924,Sriniwaspuri Depot
bus_stop,28.5389116,77.2323137,node,5483331744,Chirag Dilli
bus_stop,28.5345369,77.2322183,node,5483331969,
